epoch,train_loss,elapsed_s
1,0.9250553950901431,3.5718557834625244
2,0.8927463889902175,6.551271915435791
3,0.8850268140357203,9.433019876480103
4,0.8791108315527751,12.274463891983032
5,0.8763965751332138,15.123655796051025
6,0.8733846180882129,17.98237681388855
7,0.8701281561589366,20.797937870025635
8,0.8677209171013058,23.670718908309937
9,0.8668789179381275,26.465396881103516
10,0.8646756255345819,29.34089183807373
11,0.864235339754539,32.195207834243774
12,0.8615872402777847,35.0058867931366
13,0.8625188996498497,37.82228374481201
14,0.8614142764925332,40.686527967453
15,0.8589139281143069,43.49075675010681
16,0.8597775019744304,46.319939851760864
17,0.8598361051207437,49.135623931884766
18,0.857958401294903,51.929855823516846
19,0.8564063294239693,54.71910095214844
20,0.8554367554905526,57.52898168563843
21,0.8549269775601582,60.332653760910034
22,0.855650429014136,63.125913858413696
23,0.8548875111715956,65.90071487426758
24,0.8558112474948324,68.68528485298157
25,0.853780514438739,71.47542786598206
26,0.853670391814871,74.30923271179199
27,0.8539329532397355,77.12761092185974
28,0.8525485869945656,79.9172568321228
29,0.8530280766374778,82.70202493667603
30,0.8522886697846558,85.51237297058105
31,0.8532031352451335,88.32143068313599
32,0.8520337948624376,91.18635582923889
33,0.8520227119872708,94.07277488708496
34,0.8511421225613949,96.91311883926392
35,0.8512750168901464,99.72807383537292
36,0.8521625866908678,102.55925297737122
37,0.8512013272933311,105.39087677001953
38,0.8510914600176337,108.19754981994629
39,0.8498065201711904,111.02107977867126
40,0.8510646706164195,113.8709237575531
41,0.8498724466531065,116.69907188415527
42,0.8491273373365402,119.54892182350159
43,0.8494464950099665,122.3992338180542
44,0.8495346814862097,125.25864577293396
45,0.8502764815747426,128.11754393577576
46,0.8493859788198121,130.96620392799377
47,0.8489970302706613,133.82866168022156
48,0.8477562048828414,136.67019391059875
49,0.8468734422279278,139.52126383781433
50,0.8484256233220325,142.32450485229492
51,0.850004039041659,145.18838787078857
52,0.8482465430392021,148.06369471549988
53,0.8474589140003265,150.91865277290344
54,0.8478911779625877,153.72667169570923
55,0.8487862955525284,156.54575181007385
56,0.8475540856104247,159.34785175323486
57,0.8487375710179045,162.19484186172485
58,0.848071483807414,165.03734183311462
59,0.8471489680531137,167.8579797744751
60,0.8479920796542891,170.7238748073578
61,0.8485273285061902,173.54058074951172
62,0.847898858067877,176.36369466781616
63,0.8468668404674031,179.2045488357544
64,0.8468852090741952,182.11651182174683
65,0.8475257721558915,184.99264693260193
66,0.848302430039301,187.81739974021912
67,0.8471516242046007,190.67253184318542
68,0.8472900130829886,193.5164828300476
69,0.8472746392975303,196.35486578941345
70,0.8471584569721322,199.19405698776245
71,0.8452430770815355,202.02460169792175
72,0.8478243305733066,204.8266727924347
73,0.8468129002923117,207.65686297416687
74,0.8467806704069307,210.5029797554016
75,0.8476061970775665,213.3057816028595
76,0.8470218127778687,216.1515929698944
77,0.8458722260297905,218.91653180122375
78,0.8471505127808187,221.7345769405365
79,0.8459460224312637,224.54865169525146
80,0.8465314059669434,227.3601689338684
81,0.8463419263899639,230.17907190322876
82,0.8466115443338275,232.96929001808167
83,0.8457040261691777,235.7530128955841
84,0.8455742503179929,238.55551886558533
85,0.8461798072173333,241.40572690963745
86,0.8463380194771353,244.2793447971344
87,0.8466516908706795,247.1393690109253
88,0.8451307872359041,249.96576690673828
89,0.8453271222832315,252.78322887420654
90,0.8449287370081348,255.61477994918823
91,0.8468115175269662,258.4485397338867
92,0.8466558728698661,261.2625186443329
93,0.8457260913561776,264.0727469921112
94,0.8453515526980006,266.89637875556946
95,0.8450335846209401,269.6928927898407
96,0.8453744280088634,272.48279571533203
97,0.8462484679453036,275.2746458053589
98,0.8451893161104612,278.07441091537476
99,0.8454060446061389,280.9635238647461
100,0.845658766661639,283.80411291122437
101,0.845866658378646,286.6070737838745
102,0.8449971753109188,289.40038871765137
103,0.8441461406609151,292.2050619125366
104,0.8462074921705336,294.99663376808167
105,0.8444690775340764,297.81543469429016
106,0.8456891147878157,300.65864968299866
107,0.8445645336705353,303.4571735858917
108,0.8440290685567556,306.22622895240784
109,0.845530305467351,309.0447266101837
110,0.8458977366617213,311.8223707675934
111,0.8448267999587883,314.6415219306946
112,0.8442618051124493,317.45716667175293
113,0.8455369524774751,320.2610387802124
114,0.8457129286377841,323.1471040248871
115,0.8452845069126309,325.9781277179718
116,0.844837905614788,328.7901837825775
117,0.8444704691152922,331.5906777381897
118,0.8452438766731641,334.390585899353
119,0.843302117280311,337.2219948768616
120,0.8453404798089522,340.0114817619324
121,0.8459160394225446,342.7981798648834
122,0.8459771293464131,345.5829529762268
123,0.8447448023794834,348.37780570983887
124,0.8442196694656192,351.1943476200104
125,0.8447712274434055,353.9751818180084
126,0.8446314355153688,356.7594418525696
127,0.8447115631159687,359.5683317184448
128,0.845604144621894,362.3743197917938
129,0.844891193259449,365.1681139469147
130,0.8454277265758414,367.98518466949463
131,0.8447629104109959,370.8055377006531
132,0.8449968711243874,373.6582727432251
133,0.845450460598731,376.528422832489
134,0.8449151680575615,379.50632190704346
135,0.843888521896607,382.31141781806946
136,0.8442088789964846,385.1613998413086
137,0.8450279024414992,388.12409591674805
138,0.8459935534686942,391.0297327041626
139,0.8441914072679599,393.96590065956116
140,0.8431496491450914,396.8530716896057
141,0.844215185074282,399.6747908592224
142,0.8447755303682457,402.5249307155609
143,0.8441227686186735,405.328980922699
144,0.8449811549242878,408.1611866950989
145,0.8446030023054303,410.96207070350647
146,0.8442294645215829,413.83148169517517
147,0.8442513306103452,416.65397787094116
148,0.8443855664336869,419.4433798789978
149,0.8437391840194532,422.27273392677307
150,0.8446184742357095,425.04826378822327
151,0.8445838142908056,427.88335275650024
152,0.844362217016245,430.67161870002747
153,0.843887715595555,433.56731390953064
154,0.8448301091088051,436.51376366615295
155,0.8449455668164797,439.3799157142639
156,0.8441119129277025,442.27019596099854
157,0.8447765730594465,445.1319019794464
158,0.8435937351113214,447.9702248573303
159,0.8435024635485954,450.7915346622467
160,0.8440317256444412,453.6028697490692
161,0.8440734372713179,456.437264919281
162,0.8441872176231514,459.2729048728943
163,0.8449710564619584,462.09324979782104
164,0.8438195214065581,464.892117023468
165,0.8430257980268039,467.69585275650024
166,0.8432699104098125,470.5125277042389
167,0.8439851844029901,473.3337128162384
168,0.8440082993806969,476.1465268135071
169,0.8437406628231727,478.95837903022766
170,0.8440736685123743,481.76564264297485
171,0.8438641473416882,484.5804808139801
172,0.8438763515487391,487.3881027698517
173,0.8434046860296689,490.188533782959
174,0.8436914246275787,493.00444078445435
175,0.8449006072045621,495.8110599517822
176,0.8444506788909123,498.6386787891388
177,0.8426219575224122,501.4341549873352
178,0.8435212457991396,504.251366853714
179,0.8425763334435318,507.070241689682
180,0.8444472435101165,509.9524738788605
181,0.8437042465696785,512.754293680191
182,0.844065880744245,515.5494437217712
183,0.8426161622969892,518.3460898399353
184,0.84386118247871,521.1404716968536
185,0.8445371259101399,523.9531357288361
186,0.8418178097271795,526.7787637710571
187,0.8430618568084627,529.6771357059479
188,0.843157964773203,532.602531671524
189,0.8433055521930075,535.4592998027802
190,0.8432450951393986,538.41619181633
